Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
285,1,-8.336,9.374,7.955,1.001,-4.756,-7.444,7.518,3.996,2.244,-0.256
286,1,-7.709,-0.211,-6.16,6.025,-9.77,-8.044,8.039,-5.195,-6.334,6.715
287,1,7.116,3.577,0.718,4.974,5.985,-2.777,9.105,-3.757,8.391,-3.348
288,0,-1.288,-5.455,-9.955,3.058,3.473,-0.067,-2.118,-4.638,-1.56,-4.046
289,0,-3.358,2.39,7.793,2.218,-3.839,-6.174,5.783,8.199,-5.035,3.283
290,1,2.035,-9.596,-5.104,6.828,9.952,9.666,-8.179,2.863,1.553,-2.223
291,0,-2.664,-8.49,-9.881,-4.161,3.288,-2.058,-7.769,5.251,4.397,7.363
292,0,5.678,3.983,-5.827,-3.047,-6.663,-7.647,-1.152,-2.38,-7.851,-1.214
293,0,-4.431,-9.167,-3.953,-8.437,-3.138,-6.427,8.293,2.544,1.082,3.581
294,0,6.456,-9.602,7.239,-6.428,6.381,8.817,-9.666,-1.864,-7.433,-1.133
295,1,-2.222,-7.066,-2.156,-3.585,6.803,-4.13,-3.462,9.468,-7.987,1.089
296,0,9.567,8.399,-7.712,-4.064,9.572,-9.172,1.418,5.313,2.167,9.666
297,1,-5.417,-1.485,-7.365,8.611,-9.826,2.029,-7.816,6.046,1.792,6.509
298,0,6.962,9.64,-6.385,-5.595,6.341,1.086,-0.154,-2.761,-0.158,-3.819
299,1,-6.159,-7.977,7.1,9.102,3.319,-4.501,-4.475,8.728,-5.928,-2.038
300,1,2.594,-0.904,-2.852,-3.088,8.979,6.068,8.642,-7.952,1.061,8.116
301,1,-8.738,9.752,-4.54,1.684,-3.806,1.968,4.317,6.854,7.264,-3.771
302,1,-6.248,-9.443,2.199,2.102,1.473,-3.085,-4.592,8.003,4.247,5.94
303,0,-2.036,-0.357,7.705,0.142,8.861,-1.071,-7.54,-4.07,1.274,7.296
304,1,5.724,-4.356,-4.783,7.656,9.938,-4.653,-4.284,-4.385,1.24,6.396
305,0,6.834,-5.018,-1.428,7.101,8.027,-3.787,9.614,8.11,-4.033,-2.331
306,1,-4.301,3.734,0.738,0.592,-2.653,-7.532,1.063,5.485,-5.208,4.526
307,1,7.633,9.269,-3.125,-1.223,6.502,1.158,5.616,-5.44,0.789,9.336
308,1,-0.178,8.012,3.572,-0.146,2.056,-9.728,0.08,1.559,6.749,3.538
309,1,-0.81,-3.475,8.498,5.441,6.071,0.186,5.752,-3.428,8.148,-1.202
310,1,1.889,-6.687,-3.205,4.336,-6.196,5.813,3.283,-2.919,7.23,-7.429
311,1,-0.558,7.945,3.981,-4.071,1.588,-4.881,-8.253,-3.316,3.969,6.673
312,1,0.413,8.022,-7.764,3.906,-7.475,-5.534,1.72,8.548,5.389,-5.481
313,0,-4.609,-1.337,1.687,-8.906,-5.176,3.466,6.247,2.697,0.056,2.17
314,1,-4.772,7.923,-9.751,6.671,3.999,-0.728,-7.831,-3.859,-1.993,-0.029
315,1,6.822,2.093,-1.079,5.417,5.655,-4.651,5.893,9.4,6.145,7.334
316,0,-3.981,-5.392,2.128,1.51,-7.054,6.171,-6.268,-3.466,5.863,1.983
317,1,1.461,-2.651,-6.194,3.348,1.866,-0.139,-7.008,-3.116,-6.916,-1.465
318,0,-3.176,4.937,-1.178,5.374,-4.781,-8.376,0.302,-0.517,9.111,-9.198
319,0,2.927,-2.74,-1.147,0.957,-1.326,-7.026,-9.719,7.775,-1.448,9.996
320,0,9.951,2.282,-7.635,-1.203,3.856,-7.789,5.492,9.283,-5.267,9.934
321,0,7.572,-7.33,-7.752,-9.949,-0.812,0.428,5.174,5.955,-2.901,4.357
322,1,-2.361,4.08,3.561,1.185,3.584,6.647,2.884,-8.985,-8.706,-9.246
323,0,-2.934,-7.976,-4.41,-2.247,-3.369,-4.754,5.128,-7.718,2.634,-3.943
324,0,-2.826,-7.097,-1.362,4.815,-4.818,1.73,0.877,-4.581,-2.67,-6.259
325,1,-2.884,-9.063,9.988,-1.995,-1.13,2.417,-5.356,-8.658,-5.97,1.425
326,1,1.194,-6.341,-5.623,3.372,0.254,-5.78,2.757,6.676,-2.301,3.447
327,1,6.629,-8.635,3.02,0.768,-5.752,-1.302,0.875,5.242,2.076,1.796
328,0,-8.959,-3.179,-2.589,8.576,5.537,-7.811,-3.111,8.517,7.198,2.06
329,0,-7.242,-4.994,4.424,-5.64,-3.22,-7.949,-4.349,5.023,-1.032,5.886
330,0,5.605,-9.071,-1.208,0.069,-0.313,9.895,-6.85,7.114,-3.74,-3.356
331,0,0.581,3.895,7.962,-8.097,8.045,9.679,-7.239,-2.914,-8.095,-2.406
332,0,-2.052,-4.212,-6.058,-0.091,8.768,3.732,5.881,-4.294,-3.593,-5.276
333,0,9.697,-0.114,8.633,-6.375,-6.072,-8.903,-6.505,5.169,-3.627,5.167
334,0,-0.511,6.423,-2.203,4.302,4.255,8.027,-4.743,0.147,3.416,8.949
335,0,7.558,-2.81,2.484,-8.678,-5.68,-1.594,8.489,7.028,5.229,-3.274
336,1,9.447,0.464,-8.225,3.351,4.043,-6.026,5.004,1.006,8.496,-7.642
337,1,3.937,7.557,-2.264,-9.778,-7.08,6.877,-3.606,8.659,1.238,-7.629
338,0,-6.578,-3.492,-2.075,-0.331,8.793,-9.432,2.166,-3.105,2.129,-5.471
339,1,7.943,-2.667,-4.182,0.582,-5.785,-4.292,-3.776,-2.733,-1.962,-2.596
340,0,-7.832,8.975,-1.137,4.681,4.225,-2.895,8.188,8.107,-6.094,-7.743
341,0,-9.449,-5.148,2.629,-7.118,6.666,-4.713,1.409,4.939,-3.982,6.071
342,0,-1.914,-1.516,0.24,-8.176,5.13,9.996,0.894,-8.992,-9.564,8.317
343,1,9.691,4.732,-1.539,-1.713,3.715,-4.635,0.383,-2.479,-2.501,5.61
344,0,4.943,7.445,9.532,-3.426,5.438,9.036,9.636,-4.61,-8.587,-0.041
345,1,-9.613,3.328,-3.134,-9.254,3.916,-2.662,-2.258,4.608,2.994,1.487
346,0,6.833,-1.126,-3.763,0.862,8.875,-6.401,2.57,2.756,-0.974,0.531
347,0,8.647,9.783,-2.828,-9.554,-1.998,9.467,5.369,6.363,-0.951,4.167
348,0,-9.945,-2.284,-0.989,0.881,-4.176,-1.98,-4.721,-3.187,-2.812,-9.946
349,0,-4.2,9.602,-4.374,-9.937,0.139,-9.686,5.729,9.688,2.534,8.806
350,0,5.979,4.746,-2.829,-2.495,0.745,-7.565,-7.681,-8.526,-2.537,1.817
351,0,-8.983,2.417,8.155,6.89,1.822,4.951,-8.457,8.036,4.905,9.516
352,0,-5.848,3.705,-4.74,-1.297,-7.174,9.88,8.237,-0.603,-2.803,-1.601
353,0,-7.253,-0.705,3.243,-4.792,-2.558,3.787,-0.314,0.863,0.972,-7.234
354,1,-5.369,-5.702,-4.909,-0.841,7.04,-5.291,-5.998,2.789,-2.407,8.94
355,1,5.76,3.603,-3.008,9.11,-0.799,-9.908,-1.324,-7.667,-3.12,1.158
356,1,3.149,-2.731,1.529,-7.511,9.835,2.543,-4.291,5.492,-6.518,6.65
357,0,-2.78,-4.468,-5.56,-3.409,1.357,3.366,-5.758,-3.071,4.961,-1.331
358,1,-3.155,1.751,7.156,-0.481,3.399,-8.609,0.998,-3.414,4.604,6.786
359,0,-5.241,2.909,4.273,-2.513,3.069,0.151,-8.501,-8.508,-0.913,0.568
360,1,4.274,-9.743,-7.637,-2.967,2.742,7.568,1.854,-0.891,8.755,-2.31
361,1,2.865,3.395,-2.595,-1.391,-6.993,-6.166,1.314,-5.651,0.025,-3.97
362,1,-9.459,-5.14,8.264,0.258,7.271,4.93,-0.018,-4.342,7.41,5.348
363,1,-8.582,1.615,8.435,-5.997,-4.521,4.55,1.602,-6.128,7.826,2.067
364,1,-8.227,-3.754,9.686,3.1,-2.738,-5.954,-3.244,-4.937,-4.542,-7.241
365,1,-5.109,-2.031,-8.462,-1.29,3.528,-7.958,-1.268,4.238,-4.042,-1.361
366,0,-5.64,-8.549,4.832,-5.354,-9.377,-9.309,-8.736,-3.872,0.121,-6.882
367,0,-2.952,-0.058,0.314,-1.547,-0.279,-4.843,4.53,2.894,-7.565,7.32
368,0,2.225,-8.533,-7.061,-5.076,-2.673,-0.961,-7.992,-2.429,-7.023,-4.611
369,1,7.599,1.511,-5.71,2.178,7.181,-2.656,-9.467,1.01,-2.884,-0.136
370,0,-0.162,7.524,-0.237,-3.072,-2.45,-3.514,-2.77,4.996,1.249,7.512
371,0,9.319,-5.374,3.975,-4.723,-8.104,-3.452,6.221,-8.736,-9.598,9.644
372,1,4.512,-6.425,7.861,0.903,-3.759,9.085,-0.16,3.518,7.076,-1.209
373,1,-2.481,0.991,-4.959,-6.224,8.149,8.515,7.63,8.155,-0.696,-3.844
374,0,-0.923,-7.493,0.056,-0.839,0.501,-6.398,4.458,-5.792,-4.476,1.966
375,0,-8.522,6.059,-6.244,2.92,7.687,3.994,-5.944,7.973,6.192,8.88
376,0,8.712,8.595,-2.5,-5.063,-2.469,-3.133,-8.555,-7.404,-4.142,2.351
377,0,-5.538,-6.038,2.433,-1.153,-7.854,-4.1,1.273,-6.183,4.3,-1.864
378,1,-3.948,-9.22,3.91,-3.448,-1.947,7.081,0.967,7.248,9.795,8.643
379,0,-0.835,-0.078,7.399,-5.292,9.693,9.662,-8.848,6.661,-4.347,1.42
380,0,-6.264,-8.62,5.458,-6.043,-4.974,-3.049,3.429,1.055,3.054,9.942
381,0,2.299,-1.777,-2.243,5.953,4.996,-7.488,-1.945,6.569,-3.901,-0.401
382,0,-3.291,0.38,-0.093,1.427,0.907,-9.618,-9.392,-0.687,-4.474,3.215
383,1,3.031,-9.701,3.966,-2.022,-0.858,-7.664,-5.123,-4.786,9.541,-4.471
384,0,1.998,-0.873,4.429,-9.745,1.674,-7.252,-4.128,-0.06,-5.636,3.388
385,0,-1.75,1.27,2.989,-1.389,-2.306,-5.009,1.4,1.763,-3.602,8.528
386,0,-2.886,-6.522,-1.231,4.977,-9.581,8.046,4.01,-3.545,4.797,-0.315
387,1,-9.758,1.018,5.544,-0.647,1.339,-1.606,-2.443,5.527,0.011,9.473
388,1,-0.859,5.865,-0.948,6.68,7.934,-8.529,8.473,-9.907,-0.213,-6.144
389,1,4.479,9.494,-2.364,9.065,-2.79,-1.568,-6.831,-1.958,-2.956,-1.797
390,1,7.147,4.768,-7.287,-8.028,-0.881,6.79,-9.549,6.164,3.068,1.284
391,1,-6.709,-2.292,-4.284,1.175,9.335,-1.576,-5.28,3.484,2.654,-9.227
392,0,-1.435,4.153,-3.815,5.967,-2.214,0.754,5.706,-5.445,-1.229,1.384
393,0,5.496,7.234,-1.039,-8.47,0.421,-2.272,1.601,6.731,5.972,0.698
394,0,0.367,6.81,9.718,1.273,-3.674,1.518,-8.245,5.322,-6.63,0.073
395,1,-5.819,4.876,1.792,-3.953,9.343,7.667,7.652,8.649,-0.249,-7.441
396,0,0.856,-3.475,4.096,2.394,-9.487,3.586,-1.928,-7.118,-3.406,3.931
397,1,-0.738,-7.602,2.825,3.046,3.2,-1.959,-6.348,8.84,9.154,1.044
398,1,3.266,5.082,9.589,7.701,-0.453,2.071,-0.361,3.539,-8.267,-5.198
399,1,-8.501,9.003,-6.598,9.264,-3.141,-6.758,-3.974,2.038,3.755,6.765
400,0,-2.347,4.779,-5.897,-0.136,7.705,-9.162,4.203,4.986,9.263,-3.475
401,0,-7.851,-0.346,6.306,4.132,2.561,1.933,9.509,-4.942,9.318,-7.835
402,1,-9.629,-6.405,-6.081,2.47,-5.806,-9.21,7.007,-0.597,2.678,2.31
403,1,-7.174,-7.26,2.04,-9.553,-7.175,-9.397,5.538,-3.148,-7.674,-7.06
404,1,-8.328,4.836,-0.667,8.501,7.377,3.699,-0.667,7.687,-5.445,5.831
405,1,-3.954,-5.82,-6.441,-1.262,2.265,3.853,-3.077,7.316,0.781,-4.398
406,1,6.016,8.742,-5.519,6.028,-0.374,-8.896,-5.206,-0.266,5.927,-0.708
407,1,-2.111,4.931,-9.693,-3.517,1.955,2.497,9.237,6.301,-8.772,0.859
408,1,-3.172,-8.618,-8.633,-8.743,7.584,-0.892,-2.98,9.355,7.056,-2.747
409,1,-6.197,-9.268,4.473,8.621,-1.606,8.374,7.719,7.936,-4.654,-1.519
410,1,9.722,-3.207,-8.008,1.065,-6.306,8.458,-4.642,-9.749,0.895,-8.625
411,0,9.259,-2.606,-7.717,9.127,3.782,3.386,-7.548,-9.676,-2.656,3.174
412,1,7.225,-9.64,-3.18,5.567,5.619,0.028,0.438,0.895,4.983,-7.363
413,0,4.303,2.186,1.898,-0.143,0.434,9.069,5.498,1.921,-3.615,-5.286
414,0,2.887,-1.819,-4.446,-6.463,-3.14,8.954,-8.446,-1.793,9.563,-5.715
415,0,-1.61,-5.483,-6.482,-6.489,4.066,-0.137,7.123,-6.349,3.316,-5.729
416,0,-3.77,8.843,-4.153,-8.588,-8.845,-2.681,-2.175,7.304,-9.786,1.952
417,0,5.94,-9.529,5.283,8.13,8.715,0.809,-1.711,-8.902,-1.013,-5.185
418,1,-6.624,-6.58,-8.56,2.561,1.971,-7.943,-4.26,-4.904,-5.686,6.677
419,0,-7.019,-5.329,-7.299,0.563,5.253,1.422,3.024,2.887,8.374,9.607
420,1,-4.132,-0.242,5.511,5.067,-2.986,2.851,-3.599,5.396,-7.374,4.437
421,0,-6.02,6.095,3.095,3.896,-6.185,0.044,3.345,3.89,0.43,5.287
422,0,-5.625,-4.646,-9.123,7.485,-1.615,-2.124,2.644,9.452,9.653,-6.168
423,0,-8.823,-3.881,6.479,5.982,-3.897,5.183,-8.507,6.018,-0.029,-6.154
424,1,-0.52,3.857,1.321,7.549,2.029,4.477,2.284,4.469,-7.767,-0.586
425,0,-5.083,-8.393,5.864,-7.077,-9.108,-7.822,9.4,5.247,-6.061,7.364
426,1,5.828,8.017,0.46,9.429,3.194,-2.151,0.087,2.766,-5.772,3.158
427,1,7.514,3.991,6.91,-3.953,0.503,-0.324,1.364,-9.041,4.752,5.839
428,1,2.071,-5.496,-4.107,-6.414,0.278,2.053,7.283,-6.569,-5.818,-1.435
429,0,2.373,-9.704,-3.417,-4.761,7.012,1.039,-9.177,3.598,-3.687,-8.68
430,0,-9.781,1.841,3.904,-0.053,-4.035,3.517,-0.544,-8.936,5.68,-3.843
431,0,5.115,-3.303,-8.325,6.267,-7.949,-8.657,3.589,6.149,1.697,1.054
432,1,-2.104,-5.505,-8.37,-3.37,-1.189,-0.38,-2.788,0.235,9.35,7.366
433,1,-5.167,-7.632,8.691,-5.374,-6.865,0.183,8.416,-0.398,-1.122,4.025
434,1,0.489,5.72,0.639,1.708,-7.375,-1.877,7.28,-7.974,-2.583,4.3
435,1,-9.367,-7.125,-2.369,2.245,6.063,-9.118,1.801,-1.007,-4.356,-1.413
436,1,7.968,-3.084,-2.57,9.858,-3.624,-8.304,-4.013,-6.452,-8.637,9.238
437,1,-9.961,-5.59,-5.48,-8.405,-6.114,-2.896,-5.358,-3.341,-9.939,-0.413
438,0,-2.487,-3.779,-2.07,-2.694,-0.877,0.017,-9.423,9.651,-9.127,7.263
439,0,-6.944,-5.612,8.896,-4.425,7.288,-7.136,-2.011,-8.053,-3.243,-8.111
440,0,-5.389,-6.804,-5.895,3.089,-1.568,4.851,7.586,1.897,6.715,-1.612
441,1,4.677,3.956,-0.162,3.725,9.232,-7.966,0.167,-4.27,2.949,-5.55
442,0,0.203,-4.757,4.603,-6.19,-6.936,-0.151,2.722,5.487,1.229,-3.671
443,1,9.429,-3.962,5.62,-3.378,-2.72,-1.265,3.182,-5.773,6.489,-7.874
444,0,-7.847,3.976,1.181,2.66,7.366,-1.639,-7.781,2.846,-9.639,-5.629
445,1,-2.159,-2.763,-6.512,-0.647,3.541,9.104,8.309,2.983,-2.059,1.203
446,0,8.308,-2.809,-9.724,7.528,9.635,9.2,9.507,-0.729,-6.834,-3.932
447,1,3.234,-1.276,-0.141,-7.896,5.382,5.935,2.719,-0.761,-0.359,1.183
448,0,-2.298,1.325,-8.985,0.098,3.994,5.532,-8.623,6.759,0.655,-7.348
449,0,-5.514,-8.673,-0.807,9.623,-1.468,8.244,0.198,-3.745,1.735,-7.868
450,0,2.961,1.346,1.864,-8.679,7.255,-6.142,5.155,1.527,-9.432,5.587
451,1,2.396,-6.251,-7.973,-2.9,1.305,-8.776,-4.44,-7.896,-9.715,2.4
452,0,-9.077,-8.188,-9.171,8.129,8.878,3.267,-8.592,-6.078,-7.588,-9.118
453,1,8.173,-7.897,-5.546,2.97,1.449,9.509,6.422,-7.93,4.602,-9.755
454,1,5.03,-4.499,7.187,-6.458,-3.484,2.526,1.275,-0.297,-6.055,-8.284
455,1,1.297,1.915,-8.165,-9.046,-6.393,-8.694,-1.389,9.452,8.45,9.362
456,1,-3.291,-0.268,-5.913,-6.82,-3.112,-0.08,6.645,8.801,0.737,7.555
457,1,1.527,1.955,5.605,2.915,-1.927,9.62,9.61,-7.638,-6.91,-3.545
458,1,-9.378,-6.089,-3.941,-3.986,-0.952,-9.359,-5.15,-0.348,4.356,-3.4
459,0,-2.707,-0.486,1.549,-5.443,6.684,8.3,5.224,2.072,-1.737,-3.626
460,0,-4.447,-4.526,-8.829,4.869,-0.875,1.051,-8.991,-10,5.908,-3.482
461,0,-6.765,-2.841,-4.991,-9.61,-6.572,9.512,-7.179,0.884,-7.236,-0.801
462,0,-4.309,8.577,8.324,-1.686,3.65,3.009,-7.764,8.309,9.58,9.421
463,0,-7.537,-0.655,8.035,0.707,-2.483,7.135,-5.789,-8.43,-4.715,-0.47
464,0,5.258,-6.99,-5.461,-5.134,4.637,-8.916,-1.009,-0.329,-5.922,3.269
465,0,-9.076,8.789,9.53,1.192,9.466,-5.053,-2.519,-8.65,-3.102,-3.762
466,0,-6.624,-5.558,-7.622,-2.901,4.207,-7.487,-8.635,-7.86,-2.29,7.278
467,1,-5.49,-6.774,-3.344,-1.734,3.548,7.752,7.016,-8.019,-5.736,0.26
468,0,-6.373,-9.771,6.346,0.45,5.757,-0.866,-4.716,6.953,-0.626,-3.778
469,1,5.062,9.444,-9.191,-6.564,-5.639,4.974,-9.078,-2.073,4.03,6.801
470,0,7.53,0.625,-3.567,-1.993,8.112,-3.944,-5.907,-2.885,5.56,9.319
471,0,4.052,5.367,-6.202,-7.708,3.791,-1.431,-0.727,7.359,7.957,1.258
472,0,3.055,7.877,-5.605,9.29,4.19,7.095,3.208,-4.127,1.681,6.187
473,1,3.606,-7.717,-1.088,3.847,5.52,-5.634,7.529,8.49,-9.498,7.311
474,1,3.174,6.603,3.007,-7.119,5.703,3.915,0.422,-3.719,9.149,-9.745
475,1,0.494,-8.478,-5.437,-7.365,7.469,2.05,4.968,2.018,4.736,-9.747
476,0,-3.042,9.916,-2.592,-8.766,4.144,-1.679,-9.295,5.201,8.427,-6.456
477,0,-9.907,-1.357,-5.473,-8.542,-3.302,4.411,-3.514,-0.93,9.758,-4.272
478,0,4.99,8.899,5.705,3.96,5.97,7.081,-0.249,-7.986,-2.43,-2.416
479,0,1.397,-5.998,3.544,-1.7,-6.038,-0.418,9.167,-8.326,2.913,-3.055
480,0,8.655,2.547,2.227,7.075,-9.686,4.669,2.559,-1.53,-0.087,-5.668
481,1,1.753,3.817,1.158,6.491,1.85,4.638,6.258,5.616,-4.072,-8.708
482,1,-6.589,-7.635,-5.624,9.586,7.036,-4.921,-3.055,-3.577,4.695,-1.093
483,0,-2.29,4.007,0.008,-3.585,0.702,-4.446,-7.652,8.937,-1.714,-5.402
484,0,-1.877,9.843,-9.004,-0.735,7.061,-2.889,0.053,-9.591,8.05,6.113
485,1,-0.777,5.602,-2.889,0.336,4.769,-2.633,2.046,4.315,-2.326,7.254
486,0,5.474,6.925,4.768,4.934,-1.603,8.022,-0.366,6.014,5.462,0.536
487,1,-8.233,-9.995,7.382,-6.671,5.252,7.428,-2.634,3.762,2.059,3.072
488,0,4.877,1.323,3.297,-9.745,9.228,-9.555,3.894,5.188,6.989,-1.233
489,0,7.5,-2.519,4.519,-7.323,-2.58,-4.882,6.681,4.039,6.642,5.08
490,0,2.55,6.585,7.231,-7.995,4.24,-6.955,0.294,-8.465,9.539,-7.397
491,0,-2.047,6.656,9.692,-1.745,-6.436,9.87,7.813,1.572,-9.168,2.701
492,1,-5.071,-8.613,-7.483,2.833,0.738,-7.301,-4.906,3.941,0.76,9.935
493,0,-8.878,-2.847,-3.556,6.403,2.048,3.764,9.782,5.586,-2.917,-5.275
494,0,-7.377,-3.738,-2.269,1.266,8.562,-0.998,-7.913,0.489,1.503,-8.111
495,1,-2.215,8.514,-2.491,-3.338,-0.174,-6.639,8.82,7.409,5.796,3.914
496,0,-5.599,-6.117,-6.89,-6.748,5.589,8.223,-7.084,-0.189,-2.717,-4.955
497,1,-0.991,4.553,1.915,-2.265,-8.708,9.716,1.342,4.126,-0.77,-0.235
498,1,7.118,-3.059,0.009,2.51,-7.035,-5.88,0.653,4.925,6.299,-4.956
499,1,8.541,-0.381,-7.558,-2.595,6.74,1.88,-8.943,-2.459,6.113,9.729
500,1,-5.003,-1.803,5.846,6.775,1.386,1.716,-6.789,3.831,-3.52,4.24
501,1,-8.555,-0.611,8.153,-2.542,5.178,-3.11,9.359,-8.151,-9.278,-7.637
502,0,-2.421,-8.838,-2.456,-1.246,3.82,-0.992,-7.118,2.188,7.605,-7.039
503,1,-0.694,-6.524,0.345,7.476,-0.807,-9.575,8.685,-5.461,1.745,5.046
504,1,-6.699,-3.673,-6.315,7.54,8.675,-8.683,-6.17,-5.352,-8.659,6.222
505,0,-9.681,4.99,5.2,2.165,-6.605,8.228,-0.849,-1.643,-9.302,-8.465
506,0,-6.416,-9.317,2.25,-3.638,7.577,1.699,9.902,-2.233,7.658,-7.861
507,1,-1.455,7.348,-5.815,8.112,-0.939,-7.008,-5.203,-5.564,7.472,-4.202
508,0,7.031,1.948,-6.498,-4.379,-8.756,-3.429,7.519,-4.899,2.924,-1.451
509,0,1.151,7.264,-8.102,-2.912,-2.952,-8.106,-6.699,4.707,-4.494,-4.218
510,0,-2.234,-0.967,6.782,-1.132,-2.765,-1.142,-8.947,-8.326,0.385,3.898
511,1,-6.575,2.802,-5.599,4.07,-3.048,-3.418,1.67,-6.352,-3.766,9.445
512,1,8.781,-5.827,-0.098,-2.9,1.054,-6.044,3.293,2.578,6.775,-3.811
513,0,-1.499,6.526,-7.521,-1.707,9.248,9.167,-7.405,-6.76,-6.254,8.726
514,1,9.057,-7.102,-4.409,4.387,-5.098,-1.958,-3.465,-3.657,8.782,2.441
515,1,-1.473,4.005,-6.297,-5.93,5.003,-4.543,2.235,8.277,2.923,4.741
516,0,5.87,2.927,-1.396,-7.635,1.071,5.959,4.658,-1.765,-0.749,-8.766
517,0,2.429,3.731,-7.893,-5.947,-6.536,-4.09,-8.268,9.098,8.599,-7.488
518,0,8.166,-6.183,-0.05,4.514,-9.679,-9.908,-9.404,3.672,2.119,0.687
519,0,1.692,5.162,-5.794,1.932,1.595,-8.728,-7.18,-7.436,-4.802,0.705
520,0,-9.555,3.752,-2.444,-8.227,9.891,6.42,8.21,-7.284,-0.024,9.01
521,0,-6.673,6.105,5.585,-0.787,-1.459,0.886,2.475,0.908,3.854,3.196
522,0,9.851,-0.618,9.463,1.316,6.683,9.126,-9.695,9.08,-2.394,-8.258
523,0,-1.581,-0.985,4.794,8.883,9.325,1.439,-0.846,-4.202,7.037,5.631
524,0,-2.715,6.153,5.719,-8.062,0.597,-4.514,4.147,-3.081,-3.611,0.566
525,1,-9.161,-0.435,4.03,9.731,7.691,-4.624,-0.122,-2.523,5.78,-6.392
526,1,-2.612,-3.896,7.223,3.963,5.853,-2.433,5.309,1.574,-1.685,-7.685
527,0,7.393,-2.958,-3.751,5.397,5.224,5.645,-9.691,6.871,-1.291,3.605
528,1,0.807,-5.655,-2.826,8.02,-9.126,-1.789,-0.466,5.826,-1.854,2.422
529,1,0.559,2.754,5.973,6.582,4.659,-6.17,-7.58,-3.303,-3.455,5.361
530,1,-2.57,-1.672,-2.969,3.658,1.141,5.693,1.594,8.641,3.721,-7.512
531,1,8.878,-7.842,-0.538,-4.941,3.019,1.026,2.828,9.287,7.584,3.023
532,0,-9.732,-1.897,-3.131,9.672,8.851,3.136,4.834,-1.807,5.794,-7.108
533,0,-1.391,7.467,-1.22,2.078,-0.789,0.003,-7.651,-4.454,3.682,-2.578
534,0,-4.943,5.109,8.265,-3.17,4.795,0.38,3.779,-8.723,7.481,-6.261
535,0,1.257,-9.116,-2.521,4.79,7.63,-0.606,-2.827,0.208,3.687,-3.21
536,1,-4.65,9.792,-0.072,-8.419,7.777,1.937,8.474,4.642,6.888,4.096
537,0,-0.824,8.867,5.614,3.807,3.776,2.562,6.822,-1.988,-7.412,-3.806
538,0,-8.747,-2.953,-7.392,3.409,-3.467,-2.344,-4.6,-3.149,-6.669,-0.837
539,1,4.892,-0.724,3.143,2.71,-5.21,-0.254,6.781,-9.233,-2.611,-1.071
540,1,-8.379,-2.187,-8.905,1.47,3.162,3.876,-5.078,5.872,-0.31,5.729
541,0,6.103,-6.323,-3.074,-1.167,-3.521,6.136,5.067,-4.556,1.118,-4.954
542,1,0.957,-0.574,1.571,4.051,-5.641,-1.867,4.854,-7.663,-8.857,3.094
543,0,6.684,5.55,-1.283,-5.027,-2.18,-9.696,-6.529,-4.749,5.291,-3.02
544,1,0.034,0.895,-5.235,3.549,7.431,-9.294,-4.848,1.605,-7.407,-7.896
545,0,0.693,5.606,-7.606,-9.125,-0.302,-0.882,-5.458,2.073,8.05,-4.169
546,1,2.563,-7.075,9.538,-6.579,3.41,-4.904,7.799,-7.995,6.779,-1.805
547,1,9.529,-9.016,7.392,-8.98,-0.181,2.626,1.674,-1.043,3.071,-5.677
548,0,9.79,-6.67,6.731,-4.024,1.004,0.942,5.874,-5.866,6.023,-3.435
549,0,5.837,-1.935,-7.108,-6.55,3.071,3.511,-1.151,-9.247,-2.505,2.485
550,1,-3.099,-5.816,0.922,-6.895,5.549,-6.376,-5.642,-1.277,7.076,9.466
551,1,0.321,-6.782,-5.872,-2.671,-0.993,1.715,-5.897,3.847,3.251,-3.749
552,1,0.363,1.625,9.701,-1.847,8.891,6.924,-4.182,-2.396,-3.352,-2.549
553,0,-3.886,-8.277,-5.094,5.056,-7.27,2.269,-8.734,5.187,1.804,-2.049
554,1,-1.064,-6.266,2.87,-6.619,6.136,1.519,6.284,-3.51,-1.389,6.639
555,1,6.092,2.879,2.189,4.333,5.786,-1.58,1.578,-8.848,-9.783,-8.053
556,1,-2.139,-1.17,-0.618,-2.373,5.705,-6.749,-1.279,-5.952,1.051,-1.055
557,1,0.323,8.037,-8.694,4.786,2.663,7.738,6.278,8.143,-3.806,1.276
558,1,2.993,8.824,0.591,-0.643,-9.062,-8.849,-3.467,9.222,-1.244,-6.333
559,1,-7.519,-6.052,8.835,-5.611,0.223,2.217,9.031,-9.659,-1.18,-7.153
560,0,2.979,-8.158,-6.73,-5.332,-6.586,-4.766,-0.251,5.901,-1.423,5.129
561,1,6.722,-5.976,6.928,-3.175,-2.699,-7.842,-5.551,-3.451,-2.223,-7.375
562,0,5.029,-7.801,3.929,4.388,-9.239,-1.376,4.902,-5.511,4.712,-6.212
563,1,-6.793,0.232,-1.98,6.112,2.268,-3.475,8.775,0.267,7.192,-1.52
564,1,9.405,2.713,-0.437,-5.685,-2.756,-3.922,9.251,-9.227,6.858,-5.842
565,0,-4.64,1.376,8.394,4.833,2.256,5.932,3.842,7.221,2.435,-8.475
566,1,-1.22,4.242,-8.213,4.238,0.093,-9.102,-8.004,-1.413,4.773,-8.549
567,0,4.285,6.64,-6.548,4.199,-6.425,4.653,-8.743,2.532,0.743,1.366
